frame_id,vehicle_id,class,x1,y1,x2,y2,confidence
0,36,bike,59.35,189.35,93.72,229.77,0.1689
0,37,rickshaw,450.89,73.6,479.42,99.89,0.1602
0,38,car,803.78,58.67,860.9,112.21,0.1316
0,39,car,518.86,74.16,549.42,105.35,0.1264
0,40,bike,832.29,76.56,856.65,122.17,0.1185
0,41,car,451.39,74.63,478.62,101.52,0.112
1,1,car,805.22,322.18,1227.57,614.15,0.9749
1,2,car,353.93,287.07,559.67,482.62,0.9526
1,3,car,565.54,119.05,664.99,204.41,0.9414
1,4,rickshaw,923.89,111.42,1041.82,248.9,0.9334
1,5,bike,595.1,175.53,652.02,288.42,0.9299
1,6,car,267.84,191.94,364.73,287.22,0.9178
1,7,rickshaw,793.3,157.7,925.02,297.42,0.917
1,8,bike,686.46,200.34,763.33,334.77,0.9062
1,9,car,499.31,105.66,569.57,169.44,0.9039
1,10,car,302.53,153.72,370.98,211.99,0.9032
1,11,bike,476.15,163.66,520.65,249.45,0.9018
1,12,bike,1057.79,224.76,1185.25,430.89,0.8886
1,13,bike,362.35,126.71,385.77,169.27,0.8676
1,14,car,1078.42,60.7,1197.0,151.19,0.8566
1,15,bike,442.71,137.96,473.71,201.71,0.8661
1,16,car,1183.87,61.67,1279.44,160.1,0.8251
1,17,bike,861.84,97.19,908.65,165.54,0.8263
1,18,car,863.76,58.88,970.47,121.6,0.8292
1,19,bike,727.06,75.44,757.81,126.33,0.8065
1,20,bike,698.89,168.75,754.77,252.51,0.792
1,21,bike,51.62,213.02,69.22,254.92,0.6551
1,22,bike,315.28,71.77,333.28,103.36,0.6258
1,23,car,487.15,86.23,527.5,123.22,0.6237
1,24,rickshaw,593.62,88.93,615.78,118.05,0.5973
1,25,car,707.4,46.17,766.8,97.49,0.5307
1,26,bike,34.33,239.74,61.5,292.69,0.5372
1,27,bus,952.96,42.17,1039.88,109.55,0.4554
1,28,car,62.8,187.07,100.93,229.42,0.4572
1,29,car,731.66,55.37,792.37,96.55,0.4389
1,30,bike,593.39,88.79,615.72,118.04,0.4656
1,31,bike,97.73,189.86,121.16,229.88,0.422
1,32,car,434.49,88.05,465.78,115.96,0.3248
1,33,bike,779.59,68.63,808.84,114.31,0.307
1,34,rickshaw,0.0,224.23,26.12,291.0,0.2184
2,1,car,805.25,322.17,1227.55,614.11,0.9748
2,2,car,354.1,287.14,559.45,482.3,0.9524
2,3,car,565.53,119.08,664.94,204.39,0.9409
2,4,rickshaw,923.89,111.43,1041.82,248.9,0.9333
2,5,bike,595.11,175.55,652.01,288.4,0.9299
2,6,car,267.85,191.96,364.66,287.17,0.9169
2,7,rickshaw,793.3,157.68,925.03,297.42,0.9171
2,8,bike,686.47,200.35,763.31,334.74,0.9062
2,9,car,499.37,105.73,569.51,169.41,0.9041
2,10,car,302.51,153.73,370.85,211.9,0.9044
2,11,bike,476.17,163.68,520.63,249.41,0.9008
2,12,bike,1057.79,224.76,1185.26,430.9,0.8886
2,13,bike,362.35,126.71,385.74,169.23,0.8686
2,14,car,1078.34,60.72,1196.92,151.2,0.8565
2,15,bike,442.73,138.03,473.68,201.69,0.866
2,16,car,1183.83,61.67,1279.41,160.1,0.825
2,17,bike,861.83,97.17,908.65,165.54,0.8263
2,18,car,863.72,58.89,970.43,121.6,0.8292
2,19,bike,727.06,75.46,757.8,126.32,0.8064
2,20,bike,698.91,168.76,754.88,252.6,0.7934
2,21,bike,51.56,212.96,69.15,254.87,0.6651
2,22,bike,315.27,71.76,333.26,103.35,0.6472
2,23,car,487.22,86.24,527.47,123.16,0.6372
2,24,rickshaw,593.64,88.97,615.75,118.02,0.5961
2,25,car,707.53,46.16,766.99,97.49,0.532
2,26,bike,33.69,239.08,61.15,292.65,0.5587
2,27,bus,952.99,42.18,1039.91,109.55,0.4555
2,28,car,62.82,187.15,100.75,229.29,0.4484
2,29,car,731.41,55.36,792.15,96.55,0.44
2,30,bike,593.41,88.81,615.7,118.0,0.4843
2,31,bike,97.77,189.84,121.16,229.8,0.444
2,32,car,434.55,88.18,465.66,115.92,0.3484
2,33,bike,779.59,68.63,808.84,114.31,0.3072
2,34,rickshaw,0.02,224.43,26.03,290.83,0.2678
3,1,car,805.25,322.17,1227.55,614.1,0.9748
3,2,car,354.14,287.16,559.38,482.2,0.9524
3,3,car,565.53,119.08,664.92,204.39,0.9408
3,4,rickshaw,923.89,111.43,1041.82,248.9,0.9333
3,5,bike,595.11,175.56,652.01,288.4,0.9299
3,6,car,267.85,191.97,364.64,287.16,0.9169
3,7,rickshaw,793.3,157.68,925.03,297.42,0.9171
3,8,bike,686.47,200.36,763.31,334.74,0.9062
3,9,car,499.39,105.75,569.49,169.4,0.9041
3,10,car,302.51,153.74,370.8,211.87,0.9044
3,11,bike,476.18,163.68,520.63,249.39,0.9008
3,12,bike,1057.8,224.76,1185.26,430.9,0.8886
3,13,bike,362.35,126.71,385.73,169.21,0.8686
3,14,car,1078.32,60.72,1196.91,151.2,0.8565
3,15,bike,442.73,138.05,473.68,201.68,0.866
3,16,car,1183.81,61.67,1279.41,160.1,0.825
3,17,bike,861.83,97.17,908.65,165.53,0.8263
3,18,car,863.71,58.89,970.43,121.6,0.8292
3,19,bike,727.06,75.46,757.8,126.32,0.8064
3,20,bike,698.9,168.76,754.92,252.62,0.7934
3,21,bike,51.55,212.94,69.13,254.85,0.6652
3,22,bike,315.27,71.76,333.25,103.34,0.6474
3,23,car,487.24,86.25,527.46,123.14,0.6374
3,24,rickshaw,593.65,88.99,615.74,118.01,0.5962
3,25,car,707.52,46.16,767.06,97.48,0.532
3,26,bike,33.5,238.87,61.04,292.63,0.5589
3,27,bus,952.99,42.18,1039.91,109.55,0.4556
3,28,car,62.83,187.18,100.69,229.25,0.4486
3,29,car,731.35,55.36,792.12,96.55,0.44
3,30,bike,593.41,88.82,615.69,117.99,0.4844
3,31,bike,97.78,189.83,121.15,229.77,0.4442
3,32,car,434.57,88.22,465.62,115.91,0.3487
3,33,bike,779.59,68.63,808.84,114.31,0.3072
3,34,rickshaw,0.04,224.49,26.0,290.77,0.268
4,1,car,805.24,322.17,1227.56,614.1,0.9748
4,2,car,354.14,287.16,559.38,482.18,0.9524
4,3,car,565.53,119.08,664.92,204.39,0.9408
4,4,rickshaw,923.89,111.43,1041.82,248.9,0.9333
4,5,bike,595.11,175.56,652.01,288.4,0.9299
4,6,car,267.86,191.97,364.63,287.15,0.9169
4,7,rickshaw,793.31,157.68,925.03,297.42,0.9171
4,8,bike,686.47,200.36,763.31,334.73,0.9062
4,9,car,499.39,105.76,569.49,169.39,0.9041
4,10,car,302.5,153.74,370.79,211.87,0.9044
4,11,bike,476.18,163.69,520.63,249.39,0.9008
4,12,bike,1057.8,224.76,1185.26,430.9,0.8886
4,13,bike,362.35,126.71,385.73,169.21,0.8686
4,14,car,1078.31,60.72,1196.92,151.2,0.8565
4,15,bike,442.73,138.06,473.67,201.68,0.866
4,16,car,1183.8,61.67,1279.42,160.1,0.825
4,17,bike,861.83,97.17,908.65,165.53,0.8263
4,18,car,863.7,58.89,970.44,121.6,0.8292
4,19,bike,727.06,75.47,757.8,126.32,0.8064
4,20,bike,698.88,168.76,754.94,252.62,0.7934
4,21,bike,51.55,212.93,69.11,254.84,0.6652
4,22,bike,315.27,71.76,333.24,103.34,0.6473
4,23,car,487.24,86.25,527.46,123.13,0.6374
4,24,rickshaw,593.66,88.99,615.74,118.01,0.5961
4,25,car,707.48,46.16,767.1,97.48,0.532
4,26,bike,33.46,238.82,61.0,292.63,0.5589
4,27,bus,952.99,42.18,1039.92,109.55,0.4556
4,28,car,62.83,187.18,100.67,229.24,0.4486
4,29,car,731.34,55.36,792.14,96.55,0.44
4,30,bike,593.42,88.82,615.68,117.99,0.4844
4,31,bike,97.78,189.83,121.15,229.76,0.4442
4,32,car,434.57,88.23,465.62,115.9,0.3487
4,33,bike,779.59,68.63,808.83,114.31,0.3072
4,34,rickshaw,0.04,224.51,25.99,290.76,0.2679
5,1,car,805.23,322.17,1227.57,614.1,0.9748
5,2,car,354.13,287.17,559.39,482.17,0.9524
5,3,car,565.53,119.08,664.92,204.39,0.9408
5,4,rickshaw,923.88,111.43,1041.82,248.9,0.9333
5,5,bike,595.11,175.56,652.01,288.4,0.9299
5,6,car,267.86,191.97,364.62,287.15,0.9169
5,7,rickshaw,793.31,157.68,925.03,297.42,0.9171
5,8,bike,686.47,200.36,763.31,334.73,0.9062
5,9,car,499.39,105.76,569.49,169.39,0.9041
5,10,car,302.5,153.74,370.79,211.86,0.9044
5,11,bike,476.18,163.69,520.63,249.39,0.9008
5,12,bike,1057.8,224.76,1185.25,430.9,0.8886
5,13,bike,362.36,126.71,385.73,169.21,0.8686
5,14,car,1078.3,60.72,1196.94,151.2,0.8565
5,15,bike,442.74,138.06,473.67,201.68,0.866
5,16,car,1183.79,61.67,1279.44,160.1,0.825
5,17,bike,861.83,97.17,908.65,165.53,0.8263
5,18,car,863.69,58.89,970.46,121.6,0.8292
5,19,bike,727.06,75.46,757.8,126.32,0.8064
5,20,bike,698.85,168.76,754.96,252.62,0.7934
5,21,bike,51.56,212.93,69.1,254.84,0.6652
5,22,bike,315.28,71.76,333.24,103.34,0.6473
5,23,car,487.24,86.25,527.46,123.13,0.6374
5,24,rickshaw,593.66,89.0,615.73,118.01,0.5961
5,25,car,707.42,46.16,767.14,97.48,0.532
5,26,bike,33.47,238.81,60.98,292.63,0.5589
5,27,bus,952.98,42.18,1039.92,109.55,0.4556
5,28,car,62.84,187.18,100.66,229.24,0.4486
5,29,car,731.33,55.36,792.17,96.55,0.44
5,30,bike,593.42,88.82,615.68,117.99,0.4844
5,31,bike,97.79,189.83,121.15,229.76,0.4442
5,32,car,434.56,88.23,465.62,115.9,0.3487
5,33,bike,779.59,68.63,808.83,114.31,0.3072
5,34,rickshaw,0.04,224.51,26.0,290.76,0.2679
6,1,car,805.22,322.17,1227.58,614.1,0.9748
6,2,car,354.11,287.16,559.41,482.18,0.9524
6,3,car,565.53,119.08,664.92,204.39,0.9408
6,4,rickshaw,923.88,111.43,1041.83,248.9,0.9333
6,5,bike,595.11,175.56,652.0,288.4,0.9299
6,6,car,267.87,191.97,364.62,287.15,0.9169
6,7,rickshaw,793.31,157.68,925.02,297.42,0.9171
6,8,bike,686.47,200.36,763.31,334.73,0.9062
6,9,car,499.39,105.76,569.49,169.39,0.9041
6,10,car,302.5,153.74,370.79,211.87,0.9044
6,11,bike,476.18,163.69,520.63,249.39,0.9008
6,12,bike,1057.8,224.76,1185.25,430.9,0.8886
6,13,bike,362.36,126.71,385.72,169.21,0.8686
6,14,car,1078.29,60.72,1196.95,151.2,0.8565
6,15,bike,442.74,138.05,473.67,201.68,0.866
6,16,car,1183.78,61.67,1279.45,160.1,0.825
6,17,bike,861.83,97.17,908.65,165.53,0.8263
6,18,car,863.68,58.89,970.47,121.6,0.8292
6,19,bike,727.06,75.46,757.8,126.32,0.8063
6,20,bike,698.83,168.76,754.98,252.61,0.7934
6,21,bike,51.57,212.93,69.09,254.84,0.6651
6,22,bike,315.29,71.76,333.23,103.34,0.6473
6,23,car,487.24,86.25,527.46,123.13,0.6374
6,24,rickshaw,593.66,88.99,615.73,118.01,0.5961
6,25,car,707.36,46.15,767.2,97.49,0.5324
6,26,bike,33.5,238.82,60.97,292.63,0.5589
6,27,bus,952.98,42.18,1039.93,109.55,0.4554
6,28,car,62.84,187.18,100.66,229.24,0.4484
6,29,car,731.32,55.36,792.2,96.55,0.4401
6,30,bike,593.42,88.82,615.68,117.99,0.4844
6,31,bike,97.79,189.83,121.14,229.76,0.4442
6,32,car,434.56,88.23,465.63,115.91,0.3486
6,33,bike,779.59,68.62,808.84,114.31,0.307
6,34,rickshaw,0.04,224.51,26.0,290.76,0.2678
7,1,car,805.21,322.17,1227.59,614.1,0.9748
7,2,car,354.09,287.16,559.42,482.18,0.9524
7,3,car,565.53,119.08,664.92,204.39,0.9408
7,4,rickshaw,923.88,111.43,1041.83,248.9,0.9333
7,5,bike,595.11,175.56,652.0,288.4,0.9299
7,6,car,267.87,191.97,364.61,287.15,0.9169
7,7,rickshaw,793.32,157.68,925.02,297.42,0.9171
7,8,bike,686.47,200.36,763.31,334.73,0.9062
7,9,car,499.38,105.76,569.5,169.39,0.9041
7,10,car,302.5,153.74,370.8,211.87,0.9044
7,11,bike,476.18,163.69,520.63,249.39,0.9008
7,12,bike,1057.8,224.76,1185.25,430.9,0.8886
7,13,bike,362.36,126.71,385.72,169.21,0.8686
7,14,car,1078.28,60.72,1196.97,151.2,0.8565
7,15,bike,442.74,138.05,473.67,201.68,0.866
7,16,car,1183.77,61.67,1279.46,160.1,0.825
7,17,bike,861.84,97.17,908.64,165.54,0.8263
7,18,car,863.67,58.89,970.48,121.6,0.8292
7,19,bike,727.06,75.46,757.8,126.32,0.8063
7,20,bike,698.8,168.76,755.0,252.61,0.7934
7,21,bike,51.58,212.93,69.08,254.84,0.6652
7,22,bike,315.29,71.76,333.22,103.34,0.6473
7,23,car,487.24,86.25,527.46,123.14,0.6374
7,24,rickshaw,593.66,88.99,615.73,118.01,0.5961
7,25,car,707.31,46.15,767.26,97.49,0.5322
7,26,bike,33.52,238.83,60.96,292.63,0.5589
7,27,bus,952.97,42.18,1039.93,109.55,0.4554
7,28,car,62.85,187.18,100.65,229.24,0.4485
7,29,car,731.31,55.36,792.23,96.55,0.4401
7,30,bike,593.42,88.82,615.68,117.99,0.4844
7,31,bike,97.79,189.83,121.14,229.76,0.4441
7,32,car,434.55,88.23,465.64,115.91,0.3486
7,33,bike,779.6,68.62,808.84,114.31,0.307
7,34,rickshaw,0.03,224.51,26.0,290.76,0.2679
8,1,car,805.19,322.17,1227.6,614.1,0.9748
8,2,car,354.07,287.16,559.44,482.19,0.9524
8,3,car,565.52,119.08,664.92,204.39,0.9409
8,4,rickshaw,923.87,111.43,1041.84,248.9,0.9333
8,5,bike,595.11,175.56,652.0,288.4,0.9299
8,6,car,267.88,191.97,364.61,287.15,0.9169
8,7,rickshaw,793.32,157.68,925.02,297.42,0.9171
8,8,bike,686.47,200.36,763.31,334.73,0.9063
8,9,car,499.38,105.76,569.5,169.39,0.9041
8,10,car,302.5,153.74,370.8,211.87,0.9044
8,11,bike,476.18,163.69,520.63,249.39,0.9008
8,12,bike,1057.8,224.76,1185.25,430.9,0.8886
8,13,bike,362.36,126.71,385.72,169.21,0.8686
8,14,car,1078.27,60.72,1196.98,151.2,0.8565
8,15,bike,442.74,138.05,473.67,201.68,0.866
8,16,car,1183.76,61.67,1279.47,160.1,0.825
8,17,bike,861.83,97.16,908.64,165.54,0.8265
8,18,car,863.66,58.89,970.5,121.6,0.8293
8,19,bike,727.08,75.47,757.82,126.32,0.806
8,20,bike,698.77,168.76,755.02,252.59,0.7934
8,21,bike,51.6,212.94,69.07,254.84,0.6651
8,22,bike,315.3,71.76,333.22,103.34,0.6473
8,23,car,487.24,86.25,527.46,123.14,0.6374
8,24,rickshaw,593.66,88.99,615.73,118.01,0.596
8,25,car,707.21,46.18,767.26,97.52,0.5347
8,26,bike,33.55,238.84,60.94,292.63,0.5586
8,27,bus,952.96,42.18,1039.93,109.55,0.4556
8,28,car,62.86,187.18,100.65,229.25,0.4492
8,29,car,731.23,55.35,792.22,96.56,0.4397
8,30,bike,593.42,88.82,615.68,117.99,0.4846
8,31,bike,97.8,189.83,121.14,229.77,0.444
8,32,car,434.54,88.22,465.65,115.91,0.3487
8,33,bike,779.59,68.61,808.84,114.31,0.3077
8,34,rickshaw,0.03,224.5,26.01,290.76,0.2675
9,1,car,805.28,322.14,1227.52,613.93,0.9748
9,2,car,354.0,287.26,559.35,482.21,0.9523
9,3,car,565.5,119.08,664.88,204.36,0.9379
9,4,rickshaw,923.94,111.76,1041.65,248.88,0.9326
9,5,bike,595.11,175.59,651.98,288.39,0.9306
9,6,car,267.81,191.97,364.51,287.14,0.9168
9,7,rickshaw,793.13,157.24,925.19,297.43,0.9135
9,8,bike,686.45,200.37,763.27,334.7,0.906
9,9,car,499.4,105.72,569.53,169.37,0.9067
9,10,car,302.47,153.83,370.75,211.93,0.9054
9,11,bike,476.21,163.67,520.68,249.45,0.9016
9,12,bike,1057.83,224.71,1185.3,430.9,0.8878
9,13,bike,362.39,126.69,385.76,169.21,0.8689
9,14,car,1078.27,60.7,1196.91,151.1,0.851
9,15,bike,442.73,138.15,473.67,201.79,0.8661
9,16,car,1183.68,61.53,1279.53,160.1,0.8217
9,17,bike,861.57,96.78,908.64,165.54,0.8271
9,18,car,863.6,58.94,970.34,121.57,0.82
9,19,bike,727.03,75.37,757.85,126.37,0.8039
9,20,bike,698.72,168.83,754.63,252.2,0.8003
9,21,bike,51.52,212.75,69.06,254.89,0.6603
9,22,bike,315.21,71.51,333.29,103.4,0.6612
9,23,car,487.27,86.26,527.5,123.14,0.6354
9,24,rickshaw,593.56,88.69,615.82,117.99,0.5429
9,25,car,707.48,46.18,767.68,97.48,0.5306
9,26,bike,33.48,238.79,60.87,292.64,0.5454
9,27,bus,952.42,42.23,1039.33,109.62,0.4514
9,28,car,62.87,187.19,100.67,229.29,0.4192
9,29,car,731.18,55.34,792.23,96.54,0.4373
9,30,bike,593.36,88.62,615.74,117.98,0.5526
9,31,bike,97.87,189.96,121.15,229.8,0.4493
9,32,car,434.62,88.41,465.48,115.84,0.3447
9,33,bike,779.55,68.5,808.89,114.34,0.3275
9,34,rickshaw,0.0,223.59,26.17,290.57,0.2946
10,1,car,830.34,328.19,1246.87,614.46,0.9653
10,2,car,359.0,290.57,568.04,488.76,0.9394
10,3,car,567.15,119.37,666.98,204.94,0.9438
10,4,rickshaw,931.5,111.27,1050.76,250.13,0.9089
10,5,bike,597.85,176.73,655.23,290.68,0.9344
10,6,car,269.31,191.78,367.24,288.15,0.9137
10,7,rickshaw,799.11,156.84,933.59,299.69,0.8887
10,8,bike,695.69,200.73,773.71,337.19,0.8831
10,9,car,500.36,105.69,570.8,169.44,0.9167
10,10,car,302.58,153.67,371.02,211.77,0.8975
10,11,bike,477.58,164.47,522.57,251.41,0.895
10,12,bike,1073.39,228.02,1204.53,440.16,0.9136
10,13,bike,362.54,126.61,386.31,169.88,0.898
10,14,car,1078.11,60.74,1196.82,151.09,0.8377
10,15,bike,444.25,136.94,475.95,202.28,0.8328
10,16,car,1183.33,60.87,1279.82,160.12,0.8118
10,17,bike,866.3,99.51,911.75,165.53,0.8158
10,18,car,864.38,58.87,970.91,121.39,0.8085
10,19,bike,728.35,74.95,759.19,126.09,0.8455
10,20,bike,705.0,170.78,759.84,252.19,0.7211
10,21,bike,53.08,211.71,70.45,253.02,0.5604
10,22,bike,315.26,71.71,333.18,103.3,0.6829
10,23,car,487.99,86.13,527.83,122.61,0.6487
10,24,bike,594.27,86.48,617.75,117.67,0.7068
10,25,car,714.49,47.52,775.86,98.17,0.5275
10,26,bike,35.69,238.22,62.59,291.16,0.6615
10,27,bus,951.02,42.04,1038.3,109.91,0.4164
10,28,car,65.14,187.39,102.09,228.73,0.3517
10,31,bike,99.32,189.63,122.33,229.08,0.3346
10,32,car,434.91,88.56,465.8,115.9,0.3704
10,33,bike,779.67,69.26,808.61,114.45,0.3434
11,1,car,838.88,330.52,1254.5,614.65,0.9654
11,2,car,360.57,291.83,571.53,491.6,0.9401
11,3,car,567.87,119.54,667.77,205.07,0.9467
11,4,rickshaw,934.53,111.61,1053.94,250.55,0.9044
11,5,bike,598.92,177.31,656.41,291.59,0.9324
11,6,car,269.89,191.67,368.42,288.61,0.9145
11,7,rickshaw,801.39,156.74,936.56,300.39,0.8842
11,8,bike,699.16,201.2,777.54,338.28,0.8869
11,9,car,500.56,105.5,571.53,169.59,0.9198
11,10,car,302.45,153.72,371.15,211.91,0.9017
11,11,bike,478.07,164.83,523.26,252.32,0.8976
11,12,bike,1079.03,229.36,1211.25,443.29,0.9117
11,13,bike,362.59,126.57,386.49,170.06,0.8928
11,14,car,1078.13,60.6,1196.81,150.96,0.8775
11,15,bike,444.76,136.56,476.71,202.59,0.83
11,16,car,1183.35,60.81,1279.92,160.19,0.8315
11,17,bike,867.53,99.82,913.01,165.87,0.8209
11,18,car,864.53,58.78,970.97,121.26,0.8145
11,19,bike,728.78,74.83,759.56,125.98,0.8517
11,20,bike,707.22,171.56,761.71,252.05,0.7277
11,21,bike,53.57,211.16,71.08,252.4,0.5548
11,22,bike,315.33,71.8,333.17,103.28,0.6707
11,23,car,488.3,86.23,528.04,122.57,0.6557
11,24,bike,594.67,85.84,618.38,117.59,0.7152
11,25,car,716.72,47.7,779.81,98.2,0.5475
11,26,bike,36.51,238.06,63.18,290.59,0.671
11,27,bus,950.7,41.92,1037.93,109.91,0.4404
11,28,car,65.62,187.5,102.31,228.52,0.4399
11,31,bike,99.93,189.61,122.75,228.82,0.315
11,32,car,435.1,88.9,465.75,115.91,0.3602
11,33,bike,779.8,69.69,808.52,114.45,0.3926
11,34,rickshaw,0.5,224.38,26.36,290.08,0.2149
12,1,car,841.32,331.32,1257.93,614.71,0.9659
12,2,car,360.63,292.46,572.13,492.39,0.9403
12,3,car,568.13,119.61,668.12,205.12,0.9463
12,4,rickshaw,935.44,111.38,1055.14,250.53,0.898
12,5,bike,599.32,177.51,656.82,291.92,0.9326
12,6,car,270.05,191.62,368.9,288.85,0.9131
12,7,rickshaw,802.2,156.62,937.67,300.68,0.89
12,8,bike,700.42,201.38,778.85,338.54,0.8855
12,9,car,500.57,105.42,571.85,169.67,0.9203
12,10,car,302.35,153.71,371.37,212.06,0.8988
12,11,bike,478.25,164.96,523.5,252.69,0.8982
12,12,bike,1081.04,229.73,1213.84,444.62,0.9113
12,13,bike,362.63,126.54,386.66,170.25,0.8931
12,14,car,1078.02,60.52,1196.85,150.93,0.8709
12,15,bike,444.92,136.41,476.98,202.8,0.8304
12,16,car,1183.36,60.83,1279.9,160.22,0.8261
12,17,bike,867.98,99.93,913.37,165.59,0.8127
12,18,car,864.76,58.82,971.0,121.21,0.8021
12,19,bike,728.97,74.78,759.7,125.94,0.851
12,20,bike,707.85,171.83,761.96,251.46,0.7181
12,21,bike,53.61,210.92,71.34,252.31,0.5257
12,22,bike,315.32,71.75,333.21,103.31,0.649
12,23,car,488.35,86.19,528.17,122.57,0.6509
12,24,bike,594.92,85.61,618.56,117.55,0.7091
12,25,car,716.99,47.92,781.63,98.24,0.5303
12,26,bike,36.83,238.16,63.43,290.55,0.6349
12,27,bus,950.57,41.92,1037.59,109.94,0.4401
12,28,car,65.92,187.33,102.83,228.51,0.4387
12,31,bike,100.16,189.61,122.94,228.79,0.2494
12,32,car,434.91,88.69,466.0,116.01,0.3502
12,33,bike,779.82,69.83,808.5,114.45,0.3741
13,1,car,861.37,338.78,1269.01,615.23,0.9627
13,2,car,362.69,294.49,582.27,502.39,0.9407
13,3,car,569.86,120.38,670.13,206.18,0.9396
13,4,rickshaw,945.57,117.33,1063.41,253.68,0.9267
13,5,bike,601.26,178.73,659.81,294.79,0.9157
13,6,car,271.03,193.14,371.2,291.7,0.9054
13,7,rickshaw,808.08,158.37,943.1,301.97,0.8392
13,8,bike,709.04,205.79,789.1,345.35,0.9015
13,9,car,503.1,109.2,571.54,170.23,0.8841
13,10,car,302.15,154.34,371.96,213.17,0.8704
13,11,bike,481.04,167.43,525.62,254.03,0.8766
13,12,bike,1101.21,232.31,1235.81,449.43,0.8912
13,13,bike,362.99,126.43,387.28,170.69,0.8926
13,14,car,1077.65,60.53,1196.49,150.91,0.8655
13,15,bike,447.15,137.58,479.2,204.07,0.8528
13,16,car,1183.37,60.85,1279.9,160.26,0.8362
13,17,bike,872.52,100.6,918.33,166.72,0.8619
13,18,car,863.72,58.46,971.53,121.89,0.8357
13,19,bike,730.15,74.21,761.35,126.33,0.8318
13,20,bike,714.45,174.07,766.55,250.16,0.7209
13,21,bike,54.03,207.79,72.66,251.2,0.5434
13,22,bike,314.78,71.23,333.03,103.53,0.6971
13,23,car,488.99,86.19,529.02,122.59,0.7467
13,24,bike,595.5,83.97,620.46,118.44,0.6351
13,25,car,710.59,46.62,776.38,97.78,0.5597
13,26,bike,38.63,238.16,64.93,289.72,0.6277
13,27,bus,950.38,41.87,1037.62,110.16,0.3965
13,28,car,67.49,187.47,103.97,228.06,0.4409
13,32,car,434.69,88.46,466.46,116.36,0.3531
13,33,bike,780.07,70.29,808.68,114.79,0.4343
13,40,bike,832.2,76.68,856.67,122.32,0.3024
13,29,car,734.94,55.63,794.42,96.23,0.4699
14,1,car,868.3,341.51,1273.33,615.44,0.9615
14,2,car,363.54,295.19,586.02,506.12,0.9402
14,3,car,570.48,120.65,670.87,206.59,0.9396
14,4,rickshaw,949.17,119.58,1066.64,254.9,0.9272
14,5,bike,601.91,179.18,660.99,295.9,0.9151
14,6,car,271.41,193.71,372.08,292.78,0.9051
14,7,rickshaw,810.29,159.18,945.01,302.49,0.8464
14,8,bike,712.17,207.46,793.0,347.91,0.9005
14,9,car,503.88,110.66,571.6,170.45,0.884
14,10,car,301.99,154.57,372.26,213.63,0.8701
14,11,bike,482.11,168.36,526.39,254.53,0.8773
14,12,bike,1108.6,233.25,1244.12,451.19,0.8921
14,13,bike,363.13,126.39,387.52,170.88,0.8925
14,14,car,1077.55,60.56,1196.44,150.94,0.8662
14,15,bike,448.0,137.99,480.05,204.58,0.854
14,16,car,1183.38,60.91,1279.87,160.29,0.8362
14,17,bike,874.17,100.98,920.15,167.16,0.8574
14,18,car,863.31,58.3,971.7,122.17,0.8355
14,19,bike,730.61,74.0,761.93,126.49,0.831
14,20,bike,716.76,174.87,768.31,249.61,0.7175
14,21,bike,54.13,206.57,73.15,250.82,0.542
14,22,bike,314.6,71.03,332.98,103.64,0.6978
14,23,car,489.15,86.16,529.41,122.61,0.7452
